merchant_id,business_category,region,country,account_created,account_age_months,pricing_tier,monthly_volume_usd,avg_transaction_size,cross_border_enabled,churn_risk_score,has_premium_support,integration_type,dispute_rate,refund_rate
ME2A2DCC36A08,Food & Delivery,Europe,DE,2025-03-27,10,standard,4130.83,710.15,False,0.1622,False,SDK,0.0044,0.0483
M4558DBB6F6F8,Subscription,Europe,UK,2025-12-22,1,standard,1479.8,57.96,False,0.2782,False,Plugin,0.0116,0.0785
MAFDA332245E2,Services,North America,MX,2025-12-22,1,standard,5516.16,19.52,False,0.2722,False,SDK,0.0535,0.1655
M632CEE946DB8,Entertainment,Latin America,CL,2025-12-22,1,standard,1331.53,13.38,False,0.5183,False,SDK,0.0245,0.0264
M677E09724F0E,Services,Latin America,CO,2025-10-23,3,standard,4740.81,50.37,False,0.0859,False,API,0.0054,0.118
MD554F7BB7BE4,Digital Goods,North America,MX,2024-04-01,22,preferred,39646.55,11.21,False,0.2868,True,API,0.0121,0.1157
M795C7A7A5EC6,Digital Goods,North America,MX,2023-03-08,35,standard,1713.46,19.33,False,0.2432,False,API,0.005,0.0614
MFA3A3C407F82,Digital Goods,North America,CA,2025-01-26,12,standard,574.06,46.49,False,0.2084,False,API,0.0244,0.058
MC2626D850C80,Gaming,Asia Pacific,IN,2018-07-02,92,preferred,13260.6,226.75,False,0.0525,True,SDK,0.0051,0.0197
MCE78D1DA254C,Travel,MEA,ZA,2022-11-08,39,standard,7248.1,68.68,True,0.2178,False,Plugin,0.0047,0.0419
M8E82AB7243B7,Subscription,Europe,IT,2025-11-22,2,standard,1415.5,47.6,True,0.7498,False,API,0.0161,0.0077
ME0EC453E28E0,Education,Asia Pacific,AU,2025-01-26,12,standard,4269.0,117.85,False,0.2027,False,SDK,0.0281,0.1086
M7250EB93B3C1,Healthcare,Europe,IT,2022-11-08,39,standard,868.59,53.19,True,0.0311,False,API,0.0144,0.0575
M013A006F03DB,E-commerce,Asia Pacific,IN,2023-09-04,29,standard,1080.78,619.88,True,0.0793,False,Plugin,0.016,0.0339
M301AD0E3BD5C,Food & Delivery,North America,US,2025-02-25,11,standard,3759.37,96.64,False,0.3563,False,SDK,0.0123,0.0538
M4D5B995358E7,Digital Goods,Asia Pacific,IN,2025-05-26,8,standard,7521.86,35.0,False,0.2135,False,SDK,0.015,0.0572
MAB88B15733F5,Travel,Europe,NL,2023-06-06,32,standard,1353.07,3.46,False,0.1304,False,Hosted,0.0059,0.0735
MB0B183C207F4,Services,North America,CA,2024-05-01,21,standard,1877.75,64.75,True,0.0637,False,Plugin,0.0458,0.0591
MF9028FAEC74B,Entertainment,Asia Pacific,KR,2025-04-26,9,preferred,19950.68,17.39,False,0.1855,True,Hosted,0.0202,0.1527
M8F7D807E1F53,Retail,Latin America,AR,2025-08-24,5,standard,175.18,5.63,False,0.2382,False,Plugin,0.0762,0.0081
MFA83A11A198D,Retail,Europe,NL,2025-05-26,8,standard,2030.82,26.67,True,0.0315,False,API,0.0431,0.0608
M02A32AD2669E,Services,Europe,UK,2023-05-07,33,standard,4762.63,14.64,True,0.1389,False,Plugin,0.0105,0.0294
MFC3CF452D3DA,Gaming,North America,US,2025-09-23,4,preferred,24084.91,14.39,False,0.27,True,API,0.0003,0.1527
M3D8E28CAF901,Retail,Asia Pacific,SG,2023-09-04,29,standard,1878.27,5.24,False,0.2106,False,Hosted,0.0005,0.0704
ME97EE2054DEF,E-commerce,Asia Pacific,SG,2023-12-03,26,standard,8279.71,8.99,True,0.1992,False,API,0.0083,0.0755
MB86E8D03FE99,Digital Goods,Asia Pacific,IN,2024-08-29,17,standard,492.84,8.4,False,0.0469,False,API,0.0149,0.0488
M84F7E69969DE,Services,Asia Pacific,IN,2022-07-11,43,preferred,10953.83,153.8,False,0.032,True,Hosted,0.0554,0.014
MF4552671F890,Entertainment,Europe,UK,2022-12-08,38,standard,1956.74,82.07,False,0.2586,False,API,0.0101,0.1636
M362E80D4DF43,Gaming,Asia Pacific,IN,2024-06-30,19,standard,247.6,37.28,False,0.0144,False,Hosted,0.0061,0.071
MFE8C15FED5F8,Digital Goods,Europe,NL,2025-03-27,10,standard,1359.57,110.98,False,0.2041,False,SDK,0.0324,0.0729
M1EFA39BCAEC6,Digital Goods,Europe,NL,2025-09-23,4,standard,732.84,35.37,False,0.1961,False,Hosted,0.0222,0.0089
M92FB0C6D1758,Subscription,North America,US,2025-09-23,4,standard,480.87,27.03,True,0.2978,False,API,0.0853,0.0377
M22AC3C5A5BF0,Digital Goods,Europe,FR,2023-04-07,34,standard,3891.26,123.01,False,0.1816,False,Hosted,0.0133,0.0382
MAFF1621254F7,Healthcare,Latin America,BR,2025-01-26,12,standard,1903.45,31.15,False,0.2246,False,SDK,0.0004,0.1272
MF7E9050C92A8,Food & Delivery,Europe,UK,2025-09-23,4,standard,1197.93,14.79,False,0.0742,False,SDK,0.1144,0.0084
MADDFA9B7E234,E-commerce,North America,MX,2025-01-26,12,standard,2451.4,48.3,True,0.1602,False,Hosted,0.0232,0.0226
M8C235F89A814,Subscription,Europe,IT,2024-06-30,19,standard,6883.05,35.55,False,0.1369,False,API,0.0071,0.0738
M847CC55B7032,Gaming,Europe,NL,2020-09-19,65,preferred,19799.88,32.45,False,0.307,True,API,0.0053,0.1522
MA67F09680941,Software/SaaS,Europe,IT,2025-06-25,7,standard,723.37,48.11,False,0.1661,False,SDK,0.003,0.0986
M2A084E55C87B,Software/SaaS,North America,CA,2025-12-22,1,standard,1298.73,67.87,False,0.1459,False,API,0.0424,0.0363
MFC49306D9760,E-commerce,Europe,UK,2023-08-05,30,standard,3345.32,100.38,True,0.16,False,Hosted,0.0059,0.1775
MF9A40A4780F5,Digital Goods,Europe,DE,2023-07-06,31,preferred,32203.87,36.32,False,0.1335,True,Plugin,0.0139,0.0641
M5EC91AAC30EA,Gaming,Asia Pacific,KR,2024-10-28,15,standard,1254.4,31.59,True,0.2958,False,API,0.0078,0.0224
M19B650660B25,Healthcare,Europe,NL,2021-03-18,59,standard,4975.03,46.95,True,0.1311,False,Hosted,0.0187,0.0487
M1FC214004C94,Digital Goods,North America,MX,2025-05-26,8,standard,231.52,36.32,True,0.4091,False,API,0.001,0.0586
M3B3DBAF68507,Entertainment,MEA,AE,2024-01-02,25,standard,5821.52,18.73,True,0.1075,False,Hosted,0.0197,0.035
MCA8155F4D27F,Education,North America,US,2025-03-27,10,preferred,21053.62,11.43,True,0.4221,True,SDK,0.038,0.0428
MEDE7E2B6D13A,Subscription,Asia Pacific,JP,2023-12-03,26,preferred,58795.32,11.55,False,0.1367,True,API,0.0009,0.118
MDD45045F8C68,Entertainment,Europe,NL,2024-02-01,24,standard,741.5,19.74,False,0.1606,False,Hosted,0.0285,0.0824
M49C9ADB18E44,Food & Delivery,Asia Pacific,SG,2024-05-01,21,standard,2252.27,23.69,True,0.1778,False,SDK,0.0378,0.0486
M22FB0CEE7E1F,Retail,North America,CA,2025-05-26,8,standard,5129.69,29.63,False,0.074,False,API,0.0131,0.0343
MAEB3135B436A,Services,Asia Pacific,AU,2025-05-26,8,standard,1464.89,52.41,True,0.2919,False,API,0.0157,0.0346
M43FEAEEECD7B,E-commerce,North America,CA,2014-08-22,139,preferred,28294.03,27.71,False,0.1695,True,Plugin,0.0068,0.0659
M98D6F58AB0DA,Software/SaaS,Europe,DE,2025-04-26,9,standard,5901.85,20.29,False,0.1727,False,SDK,0.0136,0.0457
M51EF186E18DC,Subscription,North America,CA,2024-06-30,19,standard,9637.99,8.02,False,0.3439,False,Plugin,0.0153,0.1701
M4B0A59DDF11C,Education,Europe,IT,2021-05-17,57,standard,4531.4,4.8,True,0.1682,False,Plugin,0.0062,0.0233
M67D16D002010,Education,North America,CA,2025-11-22,2,preferred,11050.37,20.41,True,0.4417,True,Hosted,0.0284,0.0343
M352407221AFB,Food & Delivery,North America,MX,2021-09-14,53,preferred,16985.43,49.28,False,0.1244,True,Hosted,0.0078,0.0424
MDD8EB9F23FBD,Healthcare,Europe,IT,2025-04-26,9,standard,6018.25,25.77,False,0.0632,False,SDK,0.0039,0.0906
MD516B13671A4,Services,Latin America,CO,2025-10-23,3,preferred,29645.89,79.41,False,0.0395,True,Hosted,0.0217,0.0944
M1F50893F80D6,Software/SaaS,North America,CA,2025-09-23,4,standard,5439.21,60.34,True,0.536,False,API,0.006,0.1317
M7504ADAD8BB9,Subscription,North America,CA,2025-05-26,8,preferred,52867.92,244.85,False,0.1461,True,Plugin,0.0491,0.0314
M6C3CF77D5282,Education,North America,MX,2023-05-07,33,preferred,13897.14,149.62,True,0.2365,True,Hosted,0.0193,0.0089
M210F760A89DB,Entertainment,North America,MX,2023-10-04,28,standard,147.17,25.06,True,0.0944,False,Plugin,0.0828,0.0668
M170C94497849,Travel,Asia Pacific,IN,2025-11-22,2,standard,154.48,130.96,True,0.6396,False,Plugin,0.0347,0.1288
M0EFE32849D23,E-commerce,Europe,ES,2023-10-04,28,standard,3748.92,27.03,False,0.3466,False,API,0.001,0.0364
M704AFE073992,Software/SaaS,North America,CA,2023-12-03,26,enterprise,104893.37,182.45,True,0.1548,True,SDK,0.0319,0.0817
M7CE3284B743A,Retail,Europe,ES,2019-04-28,82,preferred,37785.76,16.21,False,0.0288,True,Plugin,0.0323,0.0621
M0A113EF6B618,Education,Europe,IT,2025-11-22,2,standard,1192.13,16.01,False,0.135,False,Hosted,0.0319,0.024
M07871915A810,Digital Goods,MEA,AE,2025-02-25,11,standard,7012.9,10.36,False,0.1809,False,Hosted,0.0059,0.0402
M024D7F84FFF1,Subscription,Asia Pacific,KR,2023-02-06,36,standard,1187.18,16.77,False,0.0642,False,API,0.0038,0.123
MCFBCE4C1D7C4,Services,North America,US,2022-09-09,41,standard,1246.72,8.23,False,0.2373,False,SDK,0.03,0.0309
MC2AEE86157B4,Retail,Europe,FR,2024-05-31,20,standard,2523.53,65.86,False,0.1416,False,API,0.0073,0.0408
MD56B9FC4B0F1,Entertainment,Europe,IT,2022-08-10,42,standard,494.47,38.75,False,0.2265,False,Hosted,0.0011,0.1242
M4B0250793549,Digital Goods,Europe,DE,2024-07-30,18,preferred,16469.34,20.55,False,0.0593,True,Hosted,0.006,0.1212
M20AEE3A5F464,E-commerce,Asia Pacific,KR,2025-01-26,12,preferred,38851.31,20.77,False,0.2136,True,SDK,0.0336,0.0783
M061412E4A03C,E-commerce,Latin America,AR,2023-10-04,28,standard,2353.93,15.02,True,0.1596,False,API,0.0562,0.1057
M5705E1164A83,Food & Delivery,Europe,ES,2024-09-28,16,standard,6587.91,188.23,True,0.149,False,Plugin,0.0126,0.0275
MA64C94BAAF36,Entertainment,MEA,NG,2023-09-04,29,preferred,15174.94,45.9,False,0.1126,True,Hosted,0.001,0.1441
M01882513D5FA,Travel,Latin America,CO,2024-10-28,15,standard,9324.99,43.37,False,0.0788,False,SDK,0.0084,0.1097
MACF4B89D3D50,Software/SaaS,Europe,UK,2018-08-31,90,enterprise,154899.75,64.55,True,0.2524,True,API,0.0189,0.0431
M892C91E0A653,Digital Goods,Latin America,AR,2024-08-29,17,standard,5054.35,12.65,False,0.1596,False,API,0.0023,0.1164
MB6A1085A27AB,Entertainment,Europe,ES,2024-12-27,13,standard,4799.2,46.36,False,0.1308,False,Hosted,0.0068,0.0286
MAA169B49B583,Healthcare,MEA,NG,2023-10-04,28,preferred,30951.37,61.19,False,0.0484,True,SDK,0.0131,0.1217
MF47D0AD31C4C,Entertainment,North America,MX,2019-11-24,75,standard,873.09,64.84,True,0.1957,False,Plugin,0.0339,0.0287
MF57A2F557B09,E-commerce,Europe,UK,2025-03-27,10,standard,1786.59,273.72,False,0.719,False,API,0.0569,0.0447
MC8FBBC86ABE8,Subscription,Asia Pacific,IN,2023-03-08,35,preferred,43896.95,21.9,True,0.0696,True,SDK,0.0173,0.0786
M621461AF90CA,Subscription,Europe,ES,2023-03-08,35,standard,9785.36,60.1,True,0.0986,False,Hosted,0.0172,0.0494
M8B6DD7DB9AF4,E-commerce,Europe,NL,2024-01-02,25,standard,1913.09,74.42,True,0.3084,False,Hosted,0.0102,0.0321
MA4300B002BCF,Services,North America,MX,2023-09-04,29,standard,3726.73,24.46,False,0.0785,False,Hosted,0.0411,0.0179
ME205EE2A5DE4,Subscription,Asia Pacific,AU,2022-04-12,46,preferred,15403.12,30.49,True,0.0796,True,Plugin,0.0378,0.0873
MB56A18E0EACD,Gaming,Europe,ES,2023-03-08,35,standard,8181.84,60.65,False,0.1456,False,SDK,0.0158,0.028
M2A9D121CD9C3,Travel,Asia Pacific,SG,2019-04-28,82,standard,801.81,15.28,True,0.1271,False,API,0.0245,0.0053
M8B5040A8A5BA,Education,Asia Pacific,KR,2022-04-12,46,standard,1508.06,45.74,False,0.3214,False,SDK,0.0242,0.0364
M7634EA65A4E6,Entertainment,Asia Pacific,SG,2025-02-25,11,standard,7076.8,29.15,False,0.1768,False,Plugin,0.0393,0.0465
M24896EE4C652,Travel,North America,MX,2023-01-07,37,preferred,46428.5,98.59,False,0.159,True,Hosted,0.0122,0.0586
M23CE1851341E,Software/SaaS,Latin America,CO,2025-12-22,1,standard,3655.91,59.45,True,0.3567,False,API,0.0094,0.0373
MDA0D1111D2DC,Travel,Asia Pacific,KR,2025-07-25,6,standard,4703.93,49.21,True,0.2491,False,SDK,0.0409,0.0282
M1E056D2B0EBD,Entertainment,Europe,FR,2024-11-27,14,standard,1080.04,9.58,True,0.063,False,SDK,0.0183,0.0389
M3E89EBDB49F7,Education,North America,US,2025-10-23,3,preferred,12244.34,78.29,False,0.1381,True,Plugin,0.014,0.041
M6D0F846348A8,Travel,North America,MX,2019-12-24,74,standard,2539.15,82.03,True,0.1044,False,API,0.0253,0.0991
M430C3626B879,Entertainment,Asia Pacific,IN,2025-03-27,10,standard,275.28,59.63,True,0.1986,False,API,0.019,0.0459
MCCC0AA1B81BF,Entertainment,Asia Pacific,AU,2025-07-25,6,standard,1508.03,13.32,False,0.3232,False,Plugin,0.0016,0.0863
MC4015B7F368E,E-commerce,Asia Pacific,IN,2024-11-27,14,standard,9328.45,31.61,True,0.1563,False,SDK,0.0331,0.1064
MBEA5955B3083,Healthcare,Europe,IT,2024-11-27,14,preferred,15590.55,121.17,False,0.195,True,API,0.0212,0.0462
M7FA732B517CB,Services,Asia Pacific,AU,2022-04-12,46,standard,3671.6,33.53,False,0.0464,False,Hosted,0.0132,0.0663
MCBB6A3B884F4,Software/SaaS,Latin America,CL,2022-03-13,47,standard,2831.37,7.91,False,0.1694,False,API,0.0157,0.0976
M1F4477BAD7AF,Digital Goods,North America,CA,2025-05-26,8,standard,126.21,7.52,False,0.3095,False,API,0.0117,0.0748
MD045C59A90D7,Services,Asia Pacific,KR,2025-11-22,2,preferred,15238.25,51.54,False,0.1202,True,API,0.0913,0.0248
M0D0871F0806E,Food & Delivery,Asia Pacific,IN,2024-04-01,22,standard,2732.41,9.5,False,0.1607,False,Plugin,0.0107,0.1322
M1CC3633C579A,Subscription,Latin America,BR,2025-03-27,10,preferred,24280.54,6.43,True,0.3362,True,API,0.0001,0.0464
M9F53D83EC069,Subscription,North America,CA,2025-06-25,7,standard,3550.98,40.13,False,0.4837,False,API,0.0049,0.028
MD2ED45A52BC0,E-commerce,North America,MX,2023-12-03,26,standard,4921.43,53.24,True,0.0558,False,Hosted,0.0028,0.0164
M043C3D7E489C,Retail,Latin America,AR,2024-11-27,14,standard,4885.28,34.32,False,0.143,False,SDK,0.0151,0.0512
M4DAA3DB355EF,Food & Delivery,Europe,NL,2025-11-22,2,standard,7076.76,71.92,False,0.2795,False,Plugin,0.0064,0.014
ME820A45F1DFC,Subscription,North America,US,2025-01-26,12,standard,343.0,26.76,True,0.2685,False,Plugin,0.004,0.1468
M90794E3B050F,E-commerce,MEA,NG,2025-08-24,5,standard,1382.81,40.79,True,0.3017,False,Plugin,0.0302,0.041
MB7892FB3C2F0,Services,Europe,IT,2023-07-06,31,standard,5824.39,19.35,False,0.2955,False,Plugin,0.0435,0.0531
M74BBA22728B6,Digital Goods,Asia Pacific,SG,2023-06-06,32,standard,7829.1,23.59,True,0.2714,False,API,0.0067,0.0349
M3DF1D4B96D89,Retail,Asia Pacific,KR,2024-10-28,15,standard,2940.58,11.49,True,0.1265,False,Plugin,0.026,0.0288
M8D6DC35E506F,Gaming,North America,MX,2023-04-07,34,preferred,10935.49,86.27,False,0.1769,True,API,0.0202,0.0581
M92262BF907AF,Travel,North America,CA,2023-07-06,31,standard,420.03,25.71,False,0.2141,False,API,0.0036,0.0718
MB55EC28C52D5,Subscription,MEA,ZA,2025-06-25,7,standard,2075.12,8.02,False,0.6151,False,Plugin,0.015,0.0871
M2F885D0FBE2E,Gaming,Asia Pacific,AU,2025-08-24,5,standard,1867.75,84.47,False,0.4725,False,Hosted,0.1121,0.0521
M64223CCF70BB,Retail,Latin America,AR,2025-12-22,1,preferred,36793.99,134.16,False,0.1676,True,Plugin,0.094,0.0519
M4B6538A44A1D,Software/SaaS,North America,US,2022-02-11,48,standard,2792.16,12.56,False,0.1866,False,Hosted,0.0002,0.0746
MC8C41C4A1867,Services,Europe,FR,2023-10-04,28,preferred,22966.38,44.14,True,0.0873,True,API,0.0217,0.0365
MC4B31CE7D95C,E-commerce,North America,US,2023-07-06,31,standard,9996.07,48.2,False,0.0877,False,Plugin,0.0001,0.0176
M58E4D44E550D,Education,Latin America,CO,2025-09-23,4,preferred,23467.95,7.64,False,0.4461,True,API,0.0149,0.0535
M3CEF96DCC9B8,Food & Delivery,North America,CA,2025-01-26,12,standard,8416.4,32.78,False,0.0086,False,API,0.0027,0.0639
MA3D68B461BD9,Services,Europe,FR,2020-07-21,67,standard,3406.06,25.89,True,0.0512,False,API,0.0086,0.0986
M1C1D4DF596D0,Software/SaaS,Latin America,CO,2025-05-26,8,standard,1238.83,68.35,False,0.5581,False,Plugin,0.001,0.1393
ME6CB2A3C1443,Software/SaaS,Latin America,BR,2021-10-14,52,standard,425.83,13.61,False,0.0399,False,Hosted,0.0693,0.1069
M9232FE81225B,Digital Goods,North America,MX,2022-10-09,40,standard,2387.15,50.85,False,0.3804,False,SDK,0.0219,0.1897
M6395EBD0F4B4,Digital Goods,North America,CA,2025-02-25,11,standard,732.48,5.45,False,0.3948,False,Hosted,0.0328,0.0527
MEF4E3B775C93,Travel,Europe,FR,2020-11-18,63,standard,1514.89,25.72,True,0.2247,False,SDK,0.0193,0.0501
M168908DD3227,Travel,North America,MX,2023-04-07,34,standard,3452.61,30.12,False,0.1038,False,Plugin,0.0467,0.0189
M2BA596643CBB,Retail,Europe,DE,2019-02-27,84,standard,4397.73,17.21,False,0.093,False,API,0.0079,0.037
MD240E3D38A88,Software/SaaS,North America,MX,2025-07-25,6,standard,732.21,77.16,True,0.4799,False,SDK,0.0112,0.099
M0F840BE9B8DB,Software/SaaS,Latin America,BR,2024-09-28,16,standard,7237.71,59.61,False,0.1282,False,SDK,0.0062,0.0389
M437D7D1D9791,Entertainment,Asia Pacific,IN,2024-12-27,13,standard,70.04,25.38,True,0.2392,False,SDK,0.0023,0.0775
MD707329BECE4,Education,Asia Pacific,SG,2016-10-10,113,standard,3575.4,30.37,False,0.0206,False,API,0.0001,0.1153
M5C936263F342,Retail,North America,CA,2025-04-26,9,standard,8008.13,9.71,False,0.1388,False,API,0.0621,0.0839
M1CE927F87586,Services,Europe,FR,2018-02-02,97,standard,1469.81,169.76,False,0.1386,False,SDK,0.0169,0.0092
M8065D07DA4A7,Digital Goods,Europe,NL,2024-07-30,18,standard,981.41,40.19,True,0.0723,False,SDK,0.0141,0.0276
MEEB69A3CB923,E-commerce,Asia Pacific,SG,2023-06-06,32,standard,1777.3,6.06,False,0.1095,False,SDK,0.0097,0.0765
M4E0CB6FB5FB4,Travel,Europe,ES,2025-02-25,11,standard,1261.68,466.71,True,0.1845,False,SDK,0.0099,0.1021
M6CFE0E6127FA,Education,North America,MX,2021-11-13,51,standard,3452.03,12.69,False,0.0079,False,API,0.0172,0.1456
M8F468C873A32,Gaming,Asia Pacific,JP,2024-07-30,18,standard,1198.92,70.11,True,0.1337,False,API,0.0014,0.1212
ME744F91C29EC,Retail,North America,MX,2025-07-25,6,standard,1631.73,16.0,False,0.4867,False,API,0.0154,0.0175
M89FCD07F20B6,Services,North America,US,2025-06-25,7,standard,6259.93,29.03,False,0.3246,False,Plugin,0.0155,0.0891
M6602294BE910,Education,Europe,FR,2025-09-23,4,standard,1291.6,41.11,True,0.5762,False,Plugin,0.0286,0.1223
MC22ABFA379F3,Gaming,Asia Pacific,KR,2025-02-25,11,standard,294.34,12.69,False,0.1748,False,API,0.0032,0.0651
MCA75910166DA,Subscription,North America,MX,2025-12-22,1,standard,765.94,33.45,True,0.153,False,Hosted,0.0167,0.0808
M4311359ED496,Gaming,North America,MX,2025-08-24,5,standard,2192.18,25.62,True,0.2176,False,API,0.0211,0.0406
M92977AE4D2BA,Gaming,Asia Pacific,KR,2025-05-26,8,standard,4491.72,44.52,True,0.0932,False,SDK,0.0154,0.0447
M9C01802DDB98,Subscription,North America,US,2024-10-28,15,standard,8757.77,43.7,False,0.2568,False,Plugin,0.073,0.0329
MCC1AA4362771,Travel,Latin America,AR,2025-03-27,10,standard,5790.85,28.6,True,0.153,False,SDK,0.0282,0.0726
M2AB56412B116,Travel,Europe,IT,2020-02-22,72,preferred,49347.61,32.55,False,0.1233,True,SDK,0.001,0.0685
MC32D9BF27A3D,Retail,Asia Pacific,JP,2024-12-27,13,preferred,22106.71,7.87,True,0.1443,True,SDK,0.0073,0.0032
MD79AAC075930,Travel,North America,MX,2023-11-03,27,standard,211.42,19.79,False,0.1235,False,SDK,0.0013,0.0217
M287E03DB1D99,Entertainment,Asia Pacific,IN,2022-12-08,38,standard,2589.97,61.63,True,0.1732,False,SDK,0.0028,0.1356
MFEC8D47D412B,Gaming,Europe,FR,2025-09-23,4,preferred,55638.54,32.29,True,0.3193,True,Hosted,0.0689,0.0902
M6AAB1270668D,Healthcare,Latin America,CO,2024-12-27,13,standard,169.57,59.96,False,0.1898,False,Hosted,0.0189,0.0556
MD93ED5B6DB83,Education,North America,MX,2023-06-06,32,standard,1403.4,63.94,False,0.1236,False,Hosted,0.017,0.0302
M54A367D62915,Services,Asia Pacific,AU,2024-08-29,17,preferred,17991.46,91.68,True,0.129,True,SDK,0.0249,0.0831
MFE7EE8FC1959,Entertainment,Latin America,BR,2025-06-25,7,standard,5156.44,12.57,False,0.1329,False,API,0.0188,0.0041
MDF6D2338B2B8,Retail,Asia Pacific,KR,2025-11-22,2,standard,2324.17,41.78,False,0.3009,False,SDK,0.0109,0.105
M9908279EBBF1,Entertainment,North America,US,2025-12-22,1,standard,3673.78,144.87,True,0.2817,False,Hosted,0.0592,0.035
MA1140A3D0DF1,Digital Goods,Asia Pacific,SG,2025-07-25,6,standard,8873.19,139.52,False,0.2306,False,API,0.04,0.0631
M4FAC9BA11514,Gaming,North America,MX,2025-08-24,5,standard,398.67,88.62,False,0.1826,False,Hosted,0.058,0.0496
M692F93BE8C7A,Healthcare,Europe,NL,2025-12-22,1,standard,1911.2,259.91,True,0.1854,False,Plugin,0.0197,0.0552
M860320BE12A1,Education,North America,CA,2024-04-01,22,standard,6464.53,15.66,False,0.0148,False,API,0.036,0.0316
M7B13B2203029,Subscription,Asia Pacific,SG,2022-02-11,48,standard,421.88,84.74,True,0.0931,False,API,0.0175,0.0096
M934815AD542A,Subscription,Europe,NL,2023-12-03,26,standard,4428.17,18.68,False,0.1581,False,SDK,0.016,0.0485
M2BCAB9D935D2,Food & Delivery,Europe,UK,2024-08-29,17,preferred,14378.48,56.44,False,0.2692,True,API,0.0171,0.1196
M0B8AFF043861,Education,North America,MX,2024-05-31,20,standard,2100.87,24.96,False,0.1884,False,API,0.0202,0.0342
MEC5AA0B78460,E-commerce,Europe,IT,2025-03-27,10,preferred,36696.65,18.51,False,0.1918,True,Hosted,0.0017,0.0295
M9AB0D8843173,Food & Delivery,North America,MX,2024-05-01,21,standard,9840.22,28.05,False,0.1655,False,SDK,0.0305,0.063
MB706835DE79A,Services,Asia Pacific,KR,2023-07-06,31,standard,629.68,6.25,False,0.2568,False,Plugin,0.0057,0.0038
MA9B7BA70783B,Digital Goods,Europe,UK,2025-10-23,3,standard,429.3,474.36,False,0.5045,False,SDK,0.0071,0.0358
MB8C37E33DEFD,Education,Asia Pacific,JP,2022-02-11,48,standard,1339.09,26.47,True,0.1268,False,Plugin,0.0173,0.1038
MFBA9D88164F3,Digital Goods,Asia Pacific,JP,2021-08-15,54,standard,853.24,25.71,False,0.1366,False,Hosted,0.0318,0.0368
MAA68C75C4A77,E-commerce,North America,CA,2023-01-07,37,standard,3366.22,6.93,False,0.2119,False,SDK,0.0012,0.1566
MFED33392D3A4,Subscription,North America,US,2025-12-22,1,standard,59.74,57.03,False,0.494,False,Plugin,0.0158,0.0566
M2387337BA1E0,E-commerce,North America,MX,2024-05-01,21,preferred,13243.04,292.68,False,0.0588,True,Plugin,0.0075,0.1104
M9246444D94F0,Education,Asia Pacific,JP,2024-09-28,16,standard,3890.45,133.7,True,0.1454,False,API,0.0008,0.075
MD7322ED717DE,Healthcare,North America,US,2025-11-22,2,preferred,20608.53,64.6,False,0.1769,True,Hosted,0.0292,0.0218
M1587965FB4D4,Services,North America,US,2025-11-22,2,preferred,38741.01,54.17,False,0.2915,True,SDK,0.063,0.0499
M31B3B31A1C2F,Services,Europe,DE,2020-07-21,67,standard,3335.49,13.85,False,0.2913,False,Plugin,0.0018,0.0394
M1E48C4420B70,Gaming,Europe,UK,2024-03-02,23,standard,2349.63,23.09,True,0.0471,False,Plugin,0.0016,0.03
M7F975A56C761,Digital Goods,Europe,IT,2025-01-26,12,standard,880.12,16.73,False,0.3557,False,SDK,0.0053,0.0412
MF33BA15EFFA5,Software/SaaS,North America,MX,2024-01-02,25,standard,7149.7,27.12,True,0.061,False,API,0.0071,0.0221
M6B180037ABBE,Healthcare,Europe,UK,2020-03-23,71,standard,5903.1,80.32,True,0.038,False,SDK,0.0437,0.1981
M766D856EF1A6,Food & Delivery,North America,CA,2024-06-30,19,standard,3035.84,2.41,True,0.0884,False,Hosted,0.0001,0.161
M298923C81900,Services,North America,MX,2024-10-28,15,standard,1319.67,83.83,False,0.4138,False,Plugin,0.0389,0.0633
M08FE2621D8E7,Subscription,Latin America,BR,2024-08-29,17,standard,5217.65,103.73,True,0.0615,False,SDK,0.0093,0.1243
M5D616DD38211,Entertainment,MEA,AE,2016-04-13,119,standard,5310.05,27.31,True,0.1922,False,SDK,0.0276,0.1332
MEF50C335CCA9,Gaming,North America,US,2024-03-02,23,preferred,20250.92,60.16,False,0.0744,True,SDK,0.0026,0.1166
M03E0704B5690,Software/SaaS,North America,US,2024-05-31,20,standard,2571.96,10.1,True,0.2444,False,API,0.005,0.0926
M65CC2C8205A0,Software/SaaS,Asia Pacific,JP,2025-12-22,1,standard,267.44,52.09,False,0.3372,False,Hosted,0.0008,0.0817
M0768281A05DA,Subscription,North America,US,2024-12-27,13,standard,351.51,68.27,True,0.2825,False,SDK,0.0084,0.061
M93D65641FF3F,E-commerce,Latin America,BR,2025-04-26,9,standard,3428.37,26.04,False,0.0707,False,Hosted,0.0034,0.0313
MCE5140DF15D0,Subscription,North America,US,2024-05-31,20,standard,1934.51,80.44,True,0.0845,False,Hosted,0.0668,0.0656
M021BBC7EE20B,Entertainment,Asia Pacific,IN,2023-12-03,26,standard,5983.92,108.31,False,0.2021,False,Hosted,0.0003,0.024
M82B8A3434904,Gaming,Asia Pacific,KR,2023-02-06,36,standard,108.06,33.35,False,0.1499,False,Plugin,0.0294,0.1888
M24146DB4EB48,Services,Latin America,CO,2019-01-28,85,standard,9507.81,334.92,False,0.208,False,Plugin,0.0242,0.0397
