date,business_category,region,transaction_count,total_volume,avg_transaction_size,total_fees,cross_border_count,take_rate,cross_border_ratio
2023-06-17,Entertainment,Asia Pacific,4,189.75,47.4375,5.62,0,0.02961791831357049,0.0
2023-06-17,Entertainment,Europe,1,3.24,3.24,0.38,0,0.11728395061728394,0.0
2023-06-17,Entertainment,Latin America,2,82.66,41.33,2.42,0,0.02927655456085168,0.0
2023-06-17,Entertainment,North America,9,550.78,61.19777777777777,17.32,0,0.03144631250226951,0.0
2023-06-17,Food & Delivery,Asia Pacific,1,13.31,13.31,0.63,0,0.047332832456799395,0.0
2023-06-17,Food & Delivery,Europe,3,148.85999999999999,49.62,4.62,0,0.031035872632003227,0.0
2023-06-17,Food & Delivery,Latin America,3,91.39999999999999,30.466666666666665,3.59,1,0.03927789934354486,0.3333333333333333
2023-06-17,Food & Delivery,MEA,1,80.97,80.97,2.65,0,0.03272817092750401,0.0
2023-06-17,Food & Delivery,North America,4,358.82,89.705,9.690000000000001,0,0.027005183657544177,0.0
2023-06-17,Gaming,Asia Pacific,1,12.22,12.22,0.57,0,0.04664484451718494,0.0
2023-06-17,Gaming,Europe,1,18.97,18.97,0.72,0,0.037954665260938325,0.0
2023-06-17,Gaming,Latin America,1,6.28,6.28,0.55,1,0.08757961783439491,1.0
2023-06-17,Gaming,North America,2,571.96,285.98,16.63,0,0.029075459822365198,0.0
2023-06-17,Healthcare,Asia Pacific,1,4.83,4.83,0.42,0,0.08695652173913043,0.0
2023-06-17,Healthcare,Europe,6,193.05,32.175000000000004,7.44,2,0.03853923853923854,0.3333333333333333
2023-06-17,Healthcare,Latin America,1,25.77,25.77,1.05,0,0.04074505238649593,0.0
2023-06-17,Healthcare,North America,8,410.22,51.2775,12.93,1,0.031519672370922916,0.125
2023-06-17,Retail,Asia Pacific,3,48.730000000000004,16.243333333333336,2.15,0,0.04412066488815924,0.0
2023-06-17,Retail,Europe,3,112.3,37.43333333333333,3.68,0,0.03276936776491541,0.0
2023-06-17,Retail,Latin America,1,243.8,243.8,6.4,0,0.026251025430680888,0.0
2023-06-17,Retail,MEA,2,114.44,57.22,3.46,0,0.03023418385180007,0.0
2023-06-17,Retail,North America,2,58.46,29.23,2.18,1,0.037290455011974,0.5
2023-06-17,Services,Asia Pacific,1,57.15,57.15,1.73,0,0.030271216097987753,0.0
2023-06-17,Services,Europe,3,57.059999999999995,19.02,2.42,0,0.04241149667017175,0.0
2023-06-17,Services,North America,4,149.47,37.3675,5.36,1,0.035860038803773336,0.25
2023-06-17,Software/SaaS,Europe,8,252.59,31.57375,8.84,1,0.034997426659804425,0.125
2023-06-17,Software/SaaS,Latin America,2,87.07000000000001,43.535000000000004,2.78,0,0.0319283335247502,0.0
2023-06-17,Software/SaaS,MEA,1,6.2,6.2,0.46,0,0.07419354838709677,0.0
2023-06-17,Software/SaaS,North America,6,887.37,147.895,25.62,0,0.028871834747625006,0.0
2023-06-17,Subscription,Asia Pacific,1,9.55,9.55,0.54,0,0.05654450261780105,0.0
2023-06-17,Subscription,Europe,1,378.57,378.57,9.76,0,0.02578122936312967,0.0
2023-06-17,Subscription,Latin America,2,86.55,43.275,2.9000000000000004,0,0.03350664355863663,0.0
2023-06-17,Subscription,North America,5,114.81,22.962,4.26,0,0.03710478181343088,0.0
2023-06-17,Travel,Asia Pacific,3,171.11,57.03666666666667,4.92,0,0.02875343346385366,0.0
2023-06-17,Travel,Europe,4,116.28999999999999,29.072499999999998,4.1,0,0.035256685871528075,0.0
2023-06-17,Travel,Latin America,1,6.96,6.96,0.47,0,0.06752873563218391,0.0
2023-06-17,Travel,MEA,2,24.549999999999997,12.274999999999999,1.68,2,0.06843177189409369,1.0
2023-06-17,Travel,North America,2,58.36,29.18,2.06,0,0.035298149417409184,0.0
2023-06-18,Digital Goods,Asia Pacific,4,124.31,31.0775,4.52,1,0.036360711125412275,0.25
2023-06-18,Digital Goods,Europe,5,103.22,20.644,4.52,1,0.04378996318542918,0.2
2023-06-18,Digital Goods,MEA,1,11.01,11.01,0.62,0,0.05631244323342416,0.0
2023-06-18,Digital Goods,North America,6,195.35999999999999,32.559999999999995,7.22,1,0.03695741195741196,0.16666666666666666
2023-06-18,E-commerce,Asia Pacific,3,315.92,105.30666666666667,8.8,0,0.027855153203342618,0.0
2023-06-18,E-commerce,Europe,6,223.39,37.23166666666666,8.14,1,0.03643851560051928,0.16666666666666666
2023-06-18,E-commerce,North America,6,106.13999999999999,17.689999999999998,5.04,2,0.04748445449406445,0.3333333333333333
2023-06-18,Education,Asia Pacific,5,362.41,72.482,10.56,0,0.02913826881156701,0.0
2023-06-18,Education,Europe,4,54.29,13.5725,2.87,1,0.05286424755940321,0.25
2023-06-18,Education,Latin America,1,25.81,25.81,0.95,0,0.036807438977140644,0.0
2023-06-18,Education,North America,2,226.32999999999998,113.16499999999999,7.17,0,0.03167940617682146,0.0
2023-06-18,Entertainment,Asia Pacific,4,128.44,32.11,5.4799999999999995,2,0.04266583618810339,0.5
2023-06-18,Entertainment,Europe,2,20.1,10.05,1.4300000000000002,1,0.07114427860696518,0.5
2023-06-18,Entertainment,Latin America,2,112.27,56.135,3.0700000000000003,0,0.02734479380065913,0.0
2023-06-18,Entertainment,North America,4,237.51999999999998,59.379999999999995,6.880000000000001,0,0.028965981812057937,0.0
2023-06-18,Food & Delivery,Europe,2,21.909999999999997,10.954999999999998,1.15,0,0.05248744865358284,0.0
2023-06-18,Food & Delivery,Latin America,1,11.61,11.61,0.59,0,0.050818260120585705,0.0
2023-06-18,Food & Delivery,MEA,1,26.25,26.25,1.06,0,0.040380952380952385,0.0
2023-06-18,Food & Delivery,North America,4,173.93,43.4825,5.55,0,0.031909388834588624,0.0
2023-06-18,Gaming,Asia Pacific,3,42.93,14.31,1.9900000000000002,0,0.046354530631260195,0.0
2023-06-18,Gaming,Europe,2,163.04999999999998,81.52499999999999,4.609999999999999,0,0.028273535725237657,0.0
2023-06-18,Gaming,North America,2,74.71000000000001,37.355000000000004,2.4699999999999998,0,0.03306116985677954,0.0
2023-06-18,Healthcare,Asia Pacific,6,206.87,34.47833333333333,7.26,0,0.03509450379465365,0.0
2023-06-18,Healthcare,Europe,3,112.25999999999999,37.419999999999995,3.7100000000000004,0,0.033048280776768225,0.0
2023-06-18,Healthcare,North America,8,529.73,66.21625,14.73,0,0.027806618466010985,0.0
2023-06-18,Retail,Asia Pacific,4,122.16,30.54,4.5,1,0.03683693516699411,0.25
2023-06-18,Retail,Europe,6,226.25,37.708333333333336,7.43,0,0.03283977900552486,0.0
2023-06-18,Retail,North America,7,198.29999999999998,28.328571428571426,8.37,2,0.042208774583963694,0.2857142857142857
2023-06-18,Services,Asia Pacific,5,123.47,24.694,4.59,0,0.03717502227261683,0.0
2023-06-18,Services,Europe,3,73.82000000000001,24.60666666666667,3.5599999999999996,1,0.04822541316716336,0.3333333333333333
2023-06-18,Services,Latin America,1,23.2,23.2,0.88,0,0.03793103448275862,0.0
2023-06-18,Services,North America,2,35.260000000000005,17.630000000000003,1.49,0,0.042257515598411795,0.0
2023-06-18,Software/SaaS,Asia Pacific,2,88.22,44.11,3.08,1,0.03491271820448878,0.5
2023-06-18,Software/SaaS,Europe,4,208.47,52.1175,7.05,1,0.03381781551302346,0.25
2023-06-18,Software/SaaS,Latin America,1,23.68,23.68,0.89,0,0.03758445945945946,0.0
2023-06-18,Software/SaaS,North America,2,514.35,257.175,13.46,0,0.026168951103334306,0.0
2023-06-18,Subscription,Asia Pacific,1,25.73,25.73,0.94,0,0.03653322969296541,0.0
2023-06-18,Subscription,Europe,1,171.29,171.29,4.58,0,0.02673828010975539,0.0
2023-06-18,Subscription,North America,3,90.84,30.28,3.16,0,0.03478643769264641,0.0
2023-06-18,Travel,Asia Pacific,2,166.26,83.13,5.14,0,0.030915433658125827,0.0
2023-06-18,Travel,Europe,2,26.729999999999997,13.364999999999998,1.27,0,0.04751215862326974,0.0
2023-06-18,Travel,Latin America,1,47.81,47.81,1.35,0,0.028236770550094124,0.0
2023-06-18,Travel,North America,1,24.9,24.9,0.92,0,0.03694779116465864,0.0
2023-06-19,Digital Goods,Asia Pacific,2,84.08000000000001,42.040000000000006,3.26,1,0.03877259752616555,0.5
2023-06-19,Digital Goods,Europe,5,340.91,68.182,10.03,0,0.029421254876653657,0.0
2023-06-19,Digital Goods,Latin America,1,29.86,29.86,1.49,1,0.04989953114534494,1.0
2023-06-19,Digital Goods,North America,2,112.47999999999999,56.239999999999995,3.41,0,0.030316500711237558,0.0
2023-06-19,E-commerce,Asia Pacific,1,44.55,44.55,1.59,0,0.035690235690235696,0.0
2023-06-19,E-commerce,Europe,1,52.78,52.78,1.62,0,0.030693444486547938,0.0
2023-06-19,E-commerce,Latin America,2,88.71,44.355,2.8200000000000003,0,0.03178897531281705,0.0
2023-06-19,E-commerce,North America,3,330.78999999999996,110.26333333333332,9.290000000000001,0,0.02808428307989964,0.0
2023-06-19,Education,Asia Pacific,1,73.03,73.03,2.42,0,0.03313706695878406,0.0
2023-06-19,Education,Europe,5,158.92000000000002,31.784000000000002,6.52,1,0.041026931789579654,0.2
2023-06-19,Education,North America,2,397.59,198.795,10.540000000000001,0,0.0265097210694434,0.0
2023-06-19,Entertainment,Asia Pacific,5,191.38,38.275999999999996,5.76,0,0.03009718883895914,0.0
2023-06-19,Entertainment,Europe,2,139.14999999999998,69.57499999999999,4.63,0,0.03327344592166727,0.0
2023-06-19,Entertainment,Latin America,2,230.22000000000003,115.11000000000001,5.66,0,0.024585179393623487,0.0
2023-06-19,Entertainment,North America,2,66.35,33.175,2.26,0,0.034061793519216274,0.0
2023-06-19,Food & Delivery,Europe,3,154.19,51.39666666666667,5.3,0,0.034373175951747846,0.0
2023-06-19,Food & Delivery,Latin America,2,305.66999999999996,152.83499999999998,8.24,0,0.026957176039519748,0.0
2023-06-19,Food & Delivery,MEA,2,25.61,12.805,1.24,0,0.04841858648965248,0.0
2023-06-19,Food & Delivery,North America,5,295.76,59.152,8.370000000000001,1,0.028299972951041388,0.2
2023-06-19,Gaming,Asia Pacific,2,132.36,66.18,3.86,0,0.02916288909035962,0.0
2023-06-19,Gaming,Europe,6,278.8,46.46666666666667,9.96,1,0.0357245337159254,0.16666666666666666
2023-06-19,Gaming,Latin America,1,20.64,20.64,0.9,0,0.0436046511627907,0.0
2023-06-19,Gaming,MEA,2,308.5,154.25,8.41,0,0.027260940032414912,0.0
2023-06-19,Gaming,North America,3,66.15,22.05,2.58,0,0.03900226757369614,0.0
2023-06-19,Healthcare,Asia Pacific,3,355.15999999999997,118.38666666666666,11.200000000000001,0,0.0315350827795923,0.0
2023-06-19,Healthcare,Europe,2,171.04,85.52,5.48,0,0.03203928905519177,0.0
2023-06-19,Healthcare,North America,9,572.15,63.57222222222222,15.99,0,0.027947216638993272,0.0
2023-06-19,Retail,Asia Pacific,7,429.9,61.41428571428571,12.57,0,0.029239357990230287,0.0
2023-06-19,Retail,Europe,4,282.82,70.705,10.96,2,0.038752563467930136,0.5
2023-06-19,Retail,North America,1,28.64,28.64,1.45,1,0.05062849162011173,1.0
2023-06-19,Services,Asia Pacific,4,200.05,50.0125,6.6,1,0.0329917520619845,0.25
2023-06-19,Services,Europe,3,110.55,36.85,3.54,0,0.032021709633649934,0.0
2023-06-19,Services,Latin America,1,88.46,88.46,2.87,0,0.03244404250508705,0.0
2023-06-19,Services,MEA,1,153.77,153.77,4.14,0,0.026923327046888205,0.0
2023-06-19,Services,North America,5,134.58,26.916000000000004,5.01,0,0.0372269282211324,0.0
2023-06-19,Software/SaaS,Asia Pacific,1,49.94,49.94,1.55,0,0.031037244693632362,0.0
2023-06-19,Software/SaaS,Europe,5,232.39000000000001,46.478,6.92,0,0.029777529153578036,0.0
2023-06-19,Software/SaaS,North America,6,355.5,59.25,11.86,0,0.03336146272855133,0.0
2023-06-19,Subscription,Asia Pacific,1,13.13,13.13,0.83,1,0.06321401370906321,1.0
2023-06-19,Subscription,Europe,2,126.37,63.185,3.87,0,0.030624357046767428,0.0
2023-06-19,Subscription,MEA,1,17.43,17.43,0.81,0,0.04647160068846816,0.0
2023-06-19,Subscription,North America,2,147.46,73.73,4.29,0,0.02909263529092635,0.0
2023-06-19,Travel,Asia Pacific,6,651.4300000000001,108.57166666666667,19.330000000000002,2,0.029673180541270744,0.3333333333333333
2023-06-19,Travel,Europe,2,46.08,23.04,1.83,0,0.03971354166666667,0.0
2023-06-19,Travel,Latin America,3,80.71000000000001,26.903333333333336,2.83,1,0.03506380869780696,0.3333333333333333
2023-06-19,Travel,North America,4,93.75999999999999,23.439999999999998,3.7,0,0.03946245733788396,0.0
2023-06-20,Digital Goods,Asia Pacific,2,55.53,27.765,1.99,0,0.03583648478300018,0.0
2023-06-20,Digital Goods,Europe,3,60.36,20.12,2.88,1,0.04771371769383698,0.3333333333333333
2023-06-20,Digital Goods,Latin America,1,32.87,32.87,1.12,0,0.034073623364770315,0.0
2023-06-20,Digital Goods,North America,7,181.88,25.982857142857142,7.289999999999999,1,0.04008137233340664,0.14285714285714285
2023-06-20,E-commerce,Asia Pacific,6,812.49,135.415,22.209999999999997,0,0.027335721055028368,0.0
2023-06-20,E-commerce,Europe,4,109.66,27.415,3.96,1,0.03611161772752143,0.25
2023-06-20,E-commerce,Latin America,2,33.04,16.52,1.47,0,0.04449152542372881,0.0
2023-06-20,E-commerce,MEA,1,9.54,9.54,0.68,1,0.07127882599580714,1.0
2023-06-20,E-commerce,North America,4,218.07999999999998,54.519999999999996,7.69,1,0.035262289068231846,0.25
2023-06-20,Education,Asia Pacific,2,363.72,181.86,9.690000000000001,0,0.026641372484328605,0.0
2023-06-20,Education,North America,3,505.31,168.43666666666667,15.33,0,0.030337812431972453,0.0
2023-06-20,Entertainment,Asia Pacific,4,133.36,33.34,4.23,0,0.03171865626874625,0.0
2023-06-20,Entertainment,Europe,2,216.94,108.47,6.890000000000001,0,0.03175993362219969,0.0
2023-06-20,Entertainment,Latin America,4,156.47,39.1175,4.640000000000001,0,0.029654246820476772,0.0
2023-06-20,Entertainment,North America,2,63.07,31.535,2.17,0,0.03440621531631521,0.0
2023-06-20,Food & Delivery,Asia Pacific,3,77.13,25.709999999999997,3.0300000000000002,0,0.039284325165305334,0.0
2023-06-20,Food & Delivery,Europe,2,117.2,58.6,3.83,0,0.03267918088737201,0.0
2023-06-20,Food & Delivery,Latin America,1,390.02,390.02,10.05,0,0.02576790933798267,0.0
2023-06-20,Food & Delivery,North America,5,244.91,48.982,8.39,0,0.034257482340451596,0.0
2023-06-20,Gaming,Asia Pacific,2,64.81,32.405,2.22,0,0.03425397315229131,0.0
2023-06-20,Gaming,Europe,4,235.07,58.7675,7.13,0,0.03033139064959374,0.0
2023-06-20,Gaming,Latin America,3,229.85,76.61666666666666,6.88,1,0.029932564716119207,0.3333333333333333
2023-06-20,Gaming,North America,2,145.59,72.795,4.82,0,0.033106669414108114,0.0
2023-06-20,Healthcare,Asia Pacific,1,19.03,19.03,0.85,0,0.04466631634261692,0.0
2023-06-20,Healthcare,Europe,2,38.129999999999995,19.064999999999998,2.23,2,0.05848413322842907,1.0
2023-06-20,Healthcare,Latin America,1,6.47,6.47,0.46,0,0.07109737248840804,0.0
2023-06-20,Healthcare,North America,8,345.03000000000003,43.128750000000004,11.35,1,0.03289569022983508,0.125
2023-06-20,Retail,Asia Pacific,5,246.69,49.338,7.4,1,0.02999716243058089,0.2
2023-06-20,Retail,Europe,2,43.099999999999994,21.549999999999997,1.6800000000000002,0,0.038979118329466364,0.0
2023-06-20,Retail,Latin America,3,546.51,182.17,14.96,0,0.02737369855995316,0.0
2023-06-20,Retail,MEA,1,32.61,32.61,1.12,0,0.03434529285495247,0.0
2023-06-20,Retail,North America,3,56.370000000000005,18.790000000000003,2.45,0,0.0434628348412276,0.0
2023-06-20,Services,Asia Pacific,1,78.37,78.37,2.26,0,0.02883756539492152,0.0
2023-06-20,Services,Europe,1,29.32,29.32,0.95,0,0.03240109140518417,0.0
2023-06-20,Services,MEA,1,32.05,32.05,1.1,0,0.034321372854914205,0.0
2023-06-20,Services,North America,3,303.16,101.05333333333334,8.52,0,0.028103971500197913,0.0
2023-06-20,Software/SaaS,Asia Pacific,1,100.35,100.35,2.81,0,0.02800199302441455,0.0
2023-06-20,Software/SaaS,Europe,9,324.07,36.007777777777775,9.93,0,0.030641528064924244,0.0
2023-06-20,Software/SaaS,Latin America,2,88.3,44.15,2.81,0,0.0318233295583239,0.0
2023-06-20,Software/SaaS,MEA,1,155.06,155.06,4.18,0,0.02695730684896169,0.0
2023-06-20,Software/SaaS,North America,1,56.67,56.67,1.72,0,0.03035115581436386,0.0
2023-06-20,Subscription,Asia Pacific,1,4.89,4.89,0.5,1,0.10224948875255624,1.0
2023-06-20,Subscription,Europe,3,62.160000000000004,20.720000000000002,2.45,0,0.039414414414414414,0.0
2023-06-20,Subscription,Latin America,1,41.2,41.2,1.33,0,0.03228155339805825,0.0
2023-06-20,Subscription,North America,1,31.55,31.55,1.21,0,0.03835182250396196,0.0
2023-06-20,Travel,Europe,5,200.17000000000002,40.034000000000006,7.029999999999999,0,0.03512014787430683,0.0
2023-06-20,Travel,North America,1,5.38,5.38,0.43,0,0.07992565055762081,0.0
2023-06-21,Digital Goods,Asia Pacific,3,137.63,45.876666666666665,5.01,1,0.03640194724987285,0.3333333333333333
2023-06-21,Digital Goods,Europe,2,123.79,61.895,5.31,1,0.042895225785604646,0.5
2023-06-21,Digital Goods,MEA,1,71.23,71.23,2.08,0,0.029201179278393934,0.0
2023-06-21,Digital Goods,North America,9,570.35,63.37222222222223,19.06,3,0.03341807661961953,0.3333333333333333
2023-06-21,E-commerce,Asia Pacific,1,22.25,22.25,0.86,0,0.038651685393258424,0.0
2023-06-21,E-commerce,Europe,2,51.11,25.555,1.88,0,0.0367834083349638,0.0
2023-06-21,E-commerce,North America,2,31.54,15.77,1.4,0,0.04438807863031072,0.0
2023-06-21,Education,Europe,1,76.56,76.56,2.21,0,0.0288662486938349,0.0
2023-06-21,Education,Latin America,1,26.97,26.97,0.97,0,0.03596588802373007,0.0
2023-06-21,Education,MEA,2,70.39999999999999,35.199999999999996,2.4,1,0.034090909090909095,0.5
2023-06-21,Education,North America,3,108.06,36.02,3.8400000000000003,0,0.03553581343697946,0.0
2023-06-21,Entertainment,Asia Pacific,4,545.76,136.44,14.42,0,0.026421870419231896,0.0
2023-06-21,Entertainment,Europe,3,49.47,16.49,2.3200000000000003,0,0.04689710935920761,0.0
2023-06-21,Entertainment,Latin America,2,270.91999999999996,135.45999999999998,6.95,0,0.025653329396131703,0.0
2023-06-21,Entertainment,North America,5,488.6,97.72,15.440000000000001,1,0.03160049119934507,0.2
2023-06-21,Food & Delivery,Asia Pacific,1,22.96,22.96,0.87,0,0.03789198606271777,0.0
2023-06-21,Food & Delivery,Europe,7,297.53,42.50428571428571,13.38,1,0.044970255100326026,0.14285714285714285
2023-06-21,Food & Delivery,Latin America,1,60.8,60.8,1.82,0,0.029934210526315792,0.0
2023-06-21,Food & Delivery,North America,5,299.43,59.886,8.74,0,0.029188792038205926,0.0
2023-06-21,Gaming,Asia Pacific,3,104.35,34.78333333333333,3.42,0,0.03277431720172497,0.0
2023-06-21,Gaming,Europe,1,60.1,60.1,2.04,0,0.03394342762063228,0.0
2023-06-21,Gaming,North America,1,61.69,61.69,1.84,0,0.02982655211541579,0.0
2023-06-21,Healthcare,Asia Pacific,4,131.73,32.9325,4.76,1,0.03613451757382525,0.25
2023-06-21,Healthcare,Europe,4,114.03,28.5075,4.04,0,0.035429272998333775,0.0
2023-06-21,Healthcare,MEA,1,23.18,23.18,0.97,0,0.041846419327006036,0.0
2023-06-21,Healthcare,North America,13,701.97,53.99769230769231,20.01,0,0.028505491687678963,0.0
2023-06-21,Retail,Asia Pacific,4,62.019999999999996,15.504999999999999,2.7199999999999998,0,0.04385682038052241,0.0
2023-06-21,Retail,Europe,2,176.92,88.46,7.109999999999999,1,0.04018765543748587,0.5
2023-06-21,Retail,Latin America,1,46.42,46.42,1.65,0,0.035545023696682464,0.0
2023-06-21,Retail,MEA,1,19.74,19.74,0.79,0,0.04002026342451875,0.0
2023-06-21,Retail,North America,2,106.27,53.135,4.53,1,0.04262727016091089,0.5
2023-06-21,Services,Europe,3,288.35,96.11666666666667,9.26,0,0.032113750650251426,0.0
2023-06-21,Services,North America,8,573.2700000000001,71.65875000000001,17.68,1,0.03084061611457079,0.125
2023-06-21,Software/SaaS,Asia Pacific,1,111.11,111.11,4.74,1,0.04266042660426605,1.0
2023-06-21,Software/SaaS,Europe,2,56.010000000000005,28.005000000000003,1.9300000000000002,0,0.03445813247634351,0.0
2023-06-21,Software/SaaS,Latin America,2,129.29000000000002,64.64500000000001,3.83,0,0.029623327403511483,0.0
2023-06-21,Software/SaaS,MEA,1,75.71,75.71,2.5,0,0.033020737022850355,0.0
2023-06-21,Software/SaaS,North America,2,496.3,248.15,21.55,1,0.043421317751360065,0.5
2023-06-21,Subscription,Asia Pacific,2,19.4,9.7,1.13,0,0.05824742268041237,0.0
2023-06-21,Subscription,Europe,1,69.53,69.53,2.32,0,0.03336689198906946,0.0
2023-06-21,Subscription,North America,3,458.13,152.71,12.959999999999999,0,0.0282889136271364,0.0
2023-06-21,Travel,Asia Pacific,4,108.12,27.03,4.11,0,0.038013318534961156,0.0
2023-06-21,Travel,Europe,4,157.10999999999999,39.277499999999996,5.13,0,0.032652281840748525,0.0
2023-06-21,Travel,Latin America,6,378.93,63.155,12.129999999999999,1,0.032011189401736466,0.16666666666666666
2023-06-21,Travel,North America,2,46.89,23.445,2.12,1,0.04521219876306249,0.5
2023-06-22,Digital Goods,Asia Pacific,4,60.22,15.055,2.87,1,0.047658585187645305,0.25
2023-06-22,Digital Goods,Europe,3,68.93,22.97666666666667,2.85,0,0.04134629334107065,0.0
2023-06-22,Digital Goods,Latin America,1,40.14,40.14,1.46,0,0.036372695565520675,0.0
2023-06-22,Digital Goods,MEA,1,17.32,17.32,0.73,0,0.04214780600461893,0.0
2023-06-22,Digital Goods,North America,2,43.370000000000005,21.685000000000002,1.6500000000000001,0,0.038044731381139035,0.0
2023-06-22,E-commerce,Asia Pacific,4,348.75,87.1875,11.01,0,0.031569892473118276,0.0
2023-06-22,E-commerce,Europe,3,68.74000000000001,22.913333333333338,3.2600000000000002,1,0.04742508001163805,0.3333333333333333
2023-06-22,E-commerce,Latin America,1,19.34,19.34,0.78,0,0.04033092037228542,0.0
2023-06-22,E-commerce,North America,5,101.4,20.28,4.34,1,0.042800788954635106,0.2
2023-06-22,Education,Europe,4,434.1,108.525,16.96,2,0.03906933886201336,0.5
2023-06-22,Education,Latin America,2,132.61,66.305,3.92,0,0.029560364980016587,0.0
2023-06-22,Education,North America,6,421.89,70.315,13.42,0,0.03180923937519259,0.0
2023-06-22,Entertainment,Asia Pacific,5,118.46000000000001,23.692,4.18,0,0.03528617254769542,0.0
2023-06-22,Entertainment,Europe,3,118.67,39.556666666666665,4.33,0,0.03648773910845201,0.0
2023-06-22,Entertainment,Latin America,3,174.44,58.14666666666667,4.74,0,0.027172666819536805,0.0
2023-06-22,Entertainment,North America,3,185.05,61.68333333333334,5.98,0,0.032315590380978115,0.0
2023-06-22,Food & Delivery,Asia Pacific,1,17.33,17.33,0.73,0,0.042123485285631854,0.0
2023-06-22,Food & Delivery,Europe,3,554.74,184.91333333333333,16.76,0,0.03021235173234308,0.0
2023-06-22,Food & Delivery,MEA,2,15.809999999999999,7.904999999999999,0.99,0,0.06261859582542695,0.0
2023-06-22,Food & Delivery,North America,3,34.0,11.333333333333334,1.79,0,0.052647058823529415,0.0
2023-06-22,Gaming,Asia Pacific,1,48.89,48.89,1.52,0,0.03109020249539783,0.0
2023-06-22,Gaming,Europe,5,152.07999999999998,30.415999999999997,5.14,0,0.03379800105207786,0.0
2023-06-22,Gaming,Latin America,1,21.85,21.85,0.85,0,0.038901601830663615,0.0
2023-06-22,Gaming,North America,1,29.87,29.87,1.05,0,0.03515232674924674,0.0
2023-06-22,Healthcare,Asia Pacific,2,27.73,13.865,1.3599999999999999,0,0.04904435629282365,0.0
2023-06-22,Healthcare,Europe,4,185.07999999999998,46.269999999999996,6.0,1,0.03241841365895829,0.25
2023-06-22,Healthcare,Latin America,1,35.53,35.53,1.33,0,0.03743315508021391,0.0
2023-06-22,Healthcare,North America,6,398.45,66.40833333333333,10.75,0,0.026979545739741498,0.0
2023-06-22,Retail,Asia Pacific,2,53.34,26.67,1.94,0,0.036370453693288333,0.0
2023-06-22,Retail,Europe,2,127.77,63.885,3.79,0,0.02966267511935509,0.0
2023-06-22,Retail,North America,2,181.86,90.93,5.15,0,0.02831848674804795,0.0
2023-06-22,Services,Asia Pacific,2,35.33,17.665,1.63,0,0.046136427964902346,0.0
2023-06-22,Services,Europe,4,76.12,19.03,3.1,0,0.04072517078297425,0.0
2023-06-22,Services,North America,4,91.07999999999998,22.769999999999996,4.13,1,0.04534475186649101,0.25
2023-06-22,Software/SaaS,Asia Pacific,1,162.06,162.06,6.78,1,0.041836356904850054,1.0
2023-06-22,Software/SaaS,Europe,4,305.38,76.345,9.06,0,0.02966795467941581,0.0
2023-06-22,Software/SaaS,Latin America,1,52.71,52.71,1.62,0,0.030734206033010816,0.0
2023-06-22,Software/SaaS,North America,2,240.36,120.18,6.17,0,0.02566982859044766,0.0
2023-06-22,Subscription,Asia Pacific,3,953.5300000000001,317.84333333333336,28.38,0,0.0297630908309125,0.0
2023-06-22,Subscription,Europe,3,57.02,19.006666666666668,2.54,0,0.0445457734128376,0.0
2023-06-22,Subscription,Latin America,3,54.49,18.163333333333334,2.6500000000000004,1,0.04863277665626721,0.3333333333333333
2023-06-22,Subscription,North America,6,195.89,32.64833333333333,6.6899999999999995,0,0.03415181989892287,0.0
2023-06-22,Travel,Asia Pacific,2,19.09,9.545,1.0699999999999998,0,0.05605028810895756,0.0
2023-06-22,Travel,Europe,3,37.63,12.543333333333335,1.9,0,0.05049162901939941,0.0
2023-06-22,Travel,Latin America,4,239.21,59.8025,7.109999999999999,0,0.02972283767401028,0.0
2023-06-22,Travel,MEA,1,8.52,8.52,0.51,0,0.05985915492957747,0.0
2023-06-23,Digital Goods,Asia Pacific,1,127.79,127.79,4.01,0,0.03137960716801001,0.0
2023-06-23,Digital Goods,North America,8,1635.01,204.37625,43.53,0,0.02662369037498242,0.0
2023-06-23,E-commerce,Asia Pacific,2,26.54,13.27,1.26,0,0.04747550866616428,0.0
2023-06-23,E-commerce,Europe,2,15.27,7.635,0.9600000000000001,0,0.06286836935166995,0.0
2023-06-23,E-commerce,Latin America,2,197.69,98.845,5.54,0,0.028023673428094493,0.0
2023-06-23,E-commerce,North America,3,68.11,22.703333333333333,2.5999999999999996,0,0.038173542798414326,0.0
2023-06-23,Education,Asia Pacific,3,255.6,85.2,11.86,2,0.04640062597809077,0.6666666666666666
2023-06-23,Education,Europe,5,159.84,31.968,5.73,1,0.03584834834834835,0.2
2023-06-23,Education,Latin America,1,11.89,11.89,0.64,0,0.05382674516400336,0.0
2023-06-23,Education,MEA,1,30.88,30.88,1.54,1,0.04987046632124353,1.0
2023-06-23,Education,North America,1,5.54,5.54,0.44,0,0.07942238267148015,0.0
2023-06-23,Entertainment,Asia Pacific,7,292.06,41.722857142857144,9.17,1,0.031397658015476275,0.14285714285714285
2023-06-23,Entertainment,Europe,3,118.66999999999999,39.556666666666665,4.28,1,0.036066402629139634,0.3333333333333333
2023-06-23,Entertainment,Latin America,3,281.42,93.80666666666667,10.23,2,0.036351360955155995,0.6666666666666666
2023-06-23,Entertainment,MEA,1,26.02,26.02,1.44,1,0.05534204458109147,1.0
2023-06-23,Entertainment,North America,5,192.93,38.586,6.32,0,0.032757995127766545,0.0
